,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,-0.024019117,-0.065620944,0.04151596,-0.105847046,-0.12381972,0.00019666532,0.040955536,0.13931818,-0.15323752,-0.13262495,-0.11903896,-0.17314255,0.10646003,-0.007976618,-0.13992888,-0.14565179,0.029913299,-0.08518888,0.20130901,-0.051565483,0.045516912,0.0926587,0.047678947,-0.15802753,0.16438484
1,0.18591897,-0.09501991,-0.28364602,-0.15929635,-0.27041706,-0.009183247,-0.012461989,-0.17432787,-0.20958923,-0.098771185,0.19757663,-0.11813195,-0.0357283,-0.28396198,-0.08616046,0.10949393,-0.025107952,-0.20532714,-0.28313157,0.0731681,0.08559918,0.013903922,-0.2198571,-0.09089723,-0.046181016
2,0.25412682,0.16019398,0.504026,0.444621,0.18568635,0.5918739,0.4139899,0.34550378,0.4436853,0.37315047,0.49060318,0.7540897,0.66847545,0.43211168,0.17457934,0.64408875,0.26520914,0.34928077,0.058606368,0.03338776,0.21334942,0.26932067,-0.008992885,0.11949562,-0.18151776
3,0.61809814,0.6675002,0.74368477,0.43192622,0.087387085,0.7919987,0.6698561,0.5240811,0.37999928,0.46574143,0.5917338,0.69800997,0.4937913,0.43117067,0.3047796,-0.023068119,0.12467942,0.07218434,0.022882296,0.13393658,-0.22629595,-0.19601178,-0.36080924,-0.2775038,-0.33676434
